Timestamp,Angle,Velocity_reconstructed,Phase_deg,Stage
575401,-19.977,-46.289,-108.785,1
575424,-21.143,-45.663,-114.83,1
575447,-22.229,-42.722,-121.118,1
575470,-23.171,-38.522,-127.774,1
575493,-23.961,-34.527,-134.398,1
575516,-24.651,-32.296,-139.819,1
575539,-25.329,-33.146,-142.66,1
575562,-26.097,-37.865,-142.671,1
575585,-27.047,-46.531,-141.031,1
575608,-28.248,-58.452,-139.203,1
575631,-29.743,-72.232,-138.065,1
575654,-31.545,-85.939,-137.949,1
575677,-33.635,-97.376,-138.958,1
575700,-35.956,-104.394,-141.174,1
575723,-38.407,-105.254,-144.752,1
575746,-40.844,-98.944,-149.943,1
575769,-43.088,-85.426,-157.074,1
575792,-44.955,-65.735,-166.422,1
575815,-46.286,-41.887,-177.882,1
575838,-46.984,-16.595,169.459,4
575861,-47.038,7.166,157.295,4
575884,-46.53,26.669,147.276,4
575907,-45.613,39.901,140.285,4
575930,-44.485,45.898,136.537,4
575953,-43.347,44.862,135.992,4
575976,-42.362,38.051,138.542,4
575999,-41.637,27.477,143.833,4
576022,-41.213,15.484,150.899,4
576045,-41.069,4.306,158.094,4
576069,-41.143,-4.299,163.755,4
576092,-41.347,-9.286,166.958,4
576115,-41.595,-10.403,167.602,4
576138,-41.808,-8.112,166.094,4
576161,-41.933,-3.411,163.099,4
576184,-41.935,2.426,159.402,4
576207,-41.803,8.117,155.78,4
576230,-41.549,12.626,152.851,4
576253,-41.2,15.35,150.978,4
576276,-40.802,16.24,150.214,4
576299,-40.397,15.81,150.285,4
576322,-40.017,15.047,150.596,4
576345,-39.664,15.224,150.29,4
576368,-39.302,17.639,148.427,4
576391,-38.862,23.311,144.242,4
576414,-38.254,32.697,137.457,4
576437,-37.389,45.474,128.573,4
576460,-36.193,60.449,118.83,4
576488,-34.631,75.63,109.594,4
576511,-32.713,88.499,101.679,4
576534,-30.509,96.444,95.251,4
576557,-28.148,97.298,90.12,4
576580,-25.819,89.842,86.031,3
576603,-23.744,74.158,82.841,3
576626,-22.143,51.711,80.775,3
576649,-21.189,25.14,82.06,3
576672,-20.965,-2.223,-172.957,1
576695,-21.442,-26.994,-121.459,1
576718,-22.483,-46.383,-121.419,1
576741,-23.882,-58.696,-124.219,1
576764,-25.418,-63.59,-128.328,1
576787,-26.903,-62.018,-133.641,1
576810,-28.215,-55.911,-140.228,1
576833,-29.31,-47.701,-147.88,1
576856,-30.205,-39.794,-155.691,1
576879,-30.965,-34.127,-162.069,1
576903,-31.677,-31.891,-165.602,1
576926,-32.431,-33.432,-165.993,1
576949,-33.299,-38.331,-164.13,1
576972,-34.327,-45.595,-161.395,1
576995,-35.525,-53.886,-158.943,1
577019,-36.878,-61.758,-157.428,1
577042,-38.359,-67.86,-157.128,1
577065,-39.934,-71.109,-158.131,1
577089,-41.563,-70.845,-160.446,1
577112,-43.194,-66.96,-163.998,1
577135,-44.755,-59.982,-168.56,1
577158,-46.162,-51.071,-173.67,1
577181,-47.339,-41.884,-178.626,1
577204,-48.247,-34.29,177.395,4
577227,-48.915,-29.979,175.104,4
577251,-49.448,-30.034,174.885,4
577274,-50.005,-34.598,176.62,4
577297,-50.748,-42.739,179.633,4
577320,-51.791,-52.57,-177.135,1
577343,-53.16,-61.615,-174.722,1
577366,-54.786,-67.332,-173.827,1
577389,-56.52,-67.655,-174.777,1
577412,-58.167,-61.424,-177.65,1
577435,-59.533,-48.601,177.629,4
577458,-60.455,-30.232,171.297,4
577481,-60.839,-8.198,163.809,4
577504,-60.665,15.169,155.852,4
577527,-59.974,37.501,148.205,4
577550,-58.843,56.757,141.513,4
577573,-57.36,71.462,136.143,4
577596,-55.616,80.844,132.198,4
577619,-53.702,84.847,129.624,4
577642,-51.721,84.063,128.299,4
577665,-49.78,79.6,128.07,4
577688,-47.974,72.892,128.725,4
577711,-46.366,65.47,129.95,4
577734,-44.97,58.711,131.305,4
577757,-43.751,53.613,132.291,4
577780,-42.638,50.634,132.505,4
577803,-41.553,49.641,131.791,4
577826,-40.435,49.989,130.296,4
577849,-39.257,50.721,128.404,4
577872,-38.031,50.83,126.61,4
577895,-36.797,49.535,125.391,4
577919,-35.61,46.495,125.111,4
577942,-34.528,41.907,125.962,4
577965,-33.588,36.467,127.859,4
577988,-32.805,31.204,130.311,4
578011,-32.163,27.226,132.375,4
578035,-31.616,25.426,132.897,4
578058,-31.1,26.234,131.036,4
578081,-30.539,29.473,126.723,4
578104,-29.865,34.35,120.71,4
578127,-29.03,39.612,114.149,4
578150,-28.032,43.801,108.04,4
578173,-26.913,45.579,102.986,4
578196,-25.763,44.016,99.338,4
578219,-24.702,38.775,97.532,4
578242,-23.851,30.161,98.678,4
578265,-23.298,19.01,106.321,4
578288,-23.084,6.482,133.134,4
578311,-23.193,-6.181,-174.769,1
578334,-23.566,-17.85,-148.837,1
578357,-24.129,-27.608,-140.825,1
578380,-24.815,-34.751,-138.839,1
578403,-25.579,-38.725,-139.79,1
578426,-26.388,-39.065,-143.073,1
578449,-27.202,-35.405,-149.106,1
578472,-27.96,-27.565,-159.154,1
578500,-28.569,-15.719,-175.288,1
578523,-28.92,-0.561,161.553,4
578546,-28.902,16.607,136.415,4
578569,-28.439,33.95,116.592,4
578592,-27.507,49.357,103.072,4
578615,-26.161,60.865,93.684,4
578638,-24.52,67.129,86.581,3
578661,-22.754,67.81,80.595,3
578684,-21.038,63.736,74.955,3
578707,-19.519,56.76,69.139,3
578730,-18.278,49.301,62.984,3
578753,-17.318,43.678,57.015,3
578776,-16.562,41.403,52.356,3
578799,-15.877,42.649,49.534,3
578822,-15.113,46.069,47.64,3
578845,-14.16,49.06,45.122,3
578868,-12.998,48.456,40.492,3
578891,-11.729,41.473,31.893,3
578914,-10.573,26.655,15.853,3
578937,-9.819,4.533,-12.337,2
578960,-9.739,-22.229,-46.314,2
578983,-10.497,-49.289,-70.255,2
579007,-12.076,-71.588,-84.28,2
579030,-14.263,-84.582,-93.22,1
579053,-16.688,-85.402,-99.781,1
579076,-18.923,-73.615,-105.43,1
579099,-20.586,-51.378,-111.604,1
579122,-21.433,-22.94,-123.526,1
579145,-21.407,6.368,112.292,4
579168,-20.633,31.353,75.86,3
579191,-19.366,48.091,68.041,3
579214,-17.918,54.663,62.252,3
579237,-16.58,51.365,55.861,3
579260,-15.561,40.385,46.906,3
579283,-14.96,25.095,31.826,3
579306,-14.766,9.166,4.777,3
579329,-14.893,-4.249,-29.563,2
579352,-15.213,-13.089,-51.883,2
579375,-15.599,-16.628,-60.924,2
579398,-15.949,-15.387,-61.035,2
579421,-16.193,-10.798,-52.734,2
579444,-16.303,-4.73,-35.17,2
579467,-16.282,0.987,-14.146,2
579490,-16.162,4.958,-0.546,2
579513,-15.991,6.457,3.315,3
579536,-15.824,5.501,-0.305,2
579559,-15.709,2.75,-9.152,2
579582,-15.68,-0.717,-20.286,2
579605,-15.748,-3.7,-29.928,2
579628,-15.895,-5.191,-35.075,2
579651,-16.08,-4.63,-33.959,2
579674,-16.247,-2.052,-25.418,2
579697,-16.332,1.923,-10.58,2
579720,-16.288,6.263,4.289,3
579743,-16.093,9.824,13.242,3
579766,-15.762,11.722,15.632,3
579789,-15.35,11.649,13.035,3
579812,-14.934,10.049,7.45,3
579835,-14.589,8.059,1.628,3
579858,-14.361,7.202,-1.029,2
579881,-14.243,8.883,2.24,3
579904,-14.163,13.822,11.506,3
579927,-14.006,21.606,22.665,3
579951,-13.648,30.512,30.756,3
579974,-13.01,37.737,33.969,3
579997,-12.099,40.001,32.171,3
580020,-11.041,34.425,24.346,3
580043,-10.072,19.422,6.831,3
580066,-9.501,-4.634,-24.627,2
580089,-9.635,-35.224,-58.167,2
580112,-10.692,-68.064,-79.378,2
580135,-12.726,-97.997,-91.829,1
580158,-15.589,-120.179,-100.265,1
580181,-18.962,-131.211,-107.017,1
580204,-22.427,-129.909,-113.303,1
580227,-25.574,-117.474,-119.983,1
580251,-28.096,-97.013,-127.927,1
580274,-29.851,-72.579,-138.217,1
580297,-30.869,-48.026,-152.076,1
580320,-31.307,-26.036,-169.97,1
580343,-31.374,-7.614,170.002,4
580366,-31.249,7.807,151.227,4
580389,-31.021,21.715,135.291,4
580412,-30.669,35.553,121.957,4
580435,-30.085,49.774,110.84,4
580458,-29.133,63.258,101.776,4
580481,-27.727,73.324,94.527,4
580509,-25.901,76.377,88.734,3
580532,-23.854,69.042,84.035,3
580555,-21.93,49.446,80.223,3
580578,-20.561,18.25,78.271,3
580602,-20.148,-20.952,-110.618,1
580625,-20.945,-62.051,-112.506,1
580648,-22.96,-97.608,-116.038,1
580671,-25.929,-120.512,-120.382,1
580694,-29.36,-125.664,-125.996,1
580717,-32.644,-111.236,-134.054,1
580740,-35.196,-79.152,-147.35,1
580763,-36.589,-34.699,-172.174,1
580786,-36.634,14.64,148.843,4
580809,-35.398,60.777,117.237,4
580832,-33.156,96.662,100.349,4
580855,-30.31,117.566,90.955,4
580878,-27.299,121.761,84.974,3
580902,-24.526,110.514,80.683,3
580925,-22.291,87.492,77.267,3
580948,-20.763,57.787,74.233,3
580971,-19.974,26.829,70.918,3
580994,-19.837,-0.59,-44.027,2
581017,-20.194,-21.001,-111.13,1
581040,-20.853,-32.595,-115.123,1
581063,-21.63,-35.223,-119.791,1
581086,-22.361,-30.127,-126.971,1
581109,-22.92,-19.511,-140.964,1
581132,-23.22,-6.043,-175.445,1
581155,-23.214,7.637,130.284,4
581178,-22.902,19.341,102.517,4
581201,-22.324,27.662,90.066,4
581224,-21.556,32.162,82.324,3
581247,-20.693,33.383,75.993,3
581270,-19.829,32.681,69.913,3
581293,-19.028,31.862,64.037,3
581316,-18.311,32.691,59.213,3
581339,-17.635,36.355,56.233,3
581362,-16.905,43.017,54.716,3
581386,-16.004,51.586,53.51,3
581409,-14.837,59.807,51.624,3
581432,-13.394,64.676,48.382,3
581455,-11.781,63.118,43.004,3
581478,-10.217,52.76,33.877,3
581501,-8.991,32.619,17.062,3
581524,-8.39,3.518,-14.343,2
581547,-8.631,-31.868,-52.867,2
581570,-9.811,-69.363,-77.591,2
581593,-11.893,-103.956,-91.022,1
581616,-14.713,-130.65,-99.398,1
581639,-18.021,-145.345,-105.67,1
581662,-21.516,-145.589,-111.352,1
581686,-24.882,-131.08,-117.637,1
581709,-27.809,-103.827,-126.162,1
581732,-30.022,-67.924,-140.309,1
581755,-31.315,-28.915,-167.348,1
581778,-31.6,7.175,152.258,4
581801,-30.951,35.001,123.118,4
581824,-29.611,51.029,108.803,4
581847,-27.95,54.343,102.091,4
581870,-26.373,46.906,100.238,4
581893,-25.21,33.121,103.877,4
581916,-24.626,18.743,116.21,4
581939,-24.581,9.378,134.048,4
581962,-24.846,8.924,136.395,4
581985,-25.077,18.407,119.374,4
582008,-24.913,35.536,100.621,4
582031,-24.095,55.17,88.061,3
582054,-22.555,70.622,79.577,3
582077,-20.466,75.471,72.581,3
582100,-18.223,65.437,64.768,3
582123,-16.352,39.758,50.545,3
582146,-15.372,1.704,-12.936,2
582169,-15.65,-41.98,-85.628,2
582192,-17.277,-82.577,-101.124,1
582215,-20.029,-111.454,-108.952,1
582238,-23.409,-122.148,-115.469,1
582261,-26.763,-111.916,-122.914,1
582284,-29.44,-82.361,-134.258,1
582307,-30.945,-38.99,-158.266,1
582330,-31.052,10.143,148.233,4
582353,-29.829,56.315,106.728,4
582376,-27.589,92.041,89.845,3
582399,-24.781,112.534,81.035,3
582422,-21.879,116.414,74.922,3
582445,-19.272,105.577,69.502,3
582468,-17.213,84.357,63.394,3
582491,-15.795,58.274,54.636,3
582519,-14.981,32.722,39.047,3
582542,-14.644,11.903,10.022,3
582565,-14.617,-1.792,-22.78,2
582588,-14.736,-7.889,-38.213,2
582611,-14.862,-7.524,-37.771,2
582634,-14.902,-2.853,-25.862,2
582658,-14.808,3.627,-8.527,2
582681,-14.578,9.691,5.174,3
582704,-14.241,13.83,11.858,3
582727,-13.851,15.456,12.962,3
582750,-13.465,14.868,10.48,3
582773,-13.132,13.019,6.291,3
582796,-12.877,11.142,2.382,3
582820,-12.692,10.337,0.542,3
582843,-12.545,11.214,1.632,3
582866,-12.378,13.674,5.074,3
582889,-12.131,16.903,9.04,3
582912,-11.759,19.574,11.432,3
582935,-11.255,20.226,10.757,3
582959,-10.667,17.707,6.181,3
582982,-10.103,11.563,-2.689,2
583005,-9.713,2.222,-15.504,2
583028,-9.644,-9.102,-30.56,2
583051,-9.995,-20.779,-45.317,2
583074,-10.778,-31.309,-58.111,2
583097,-11.905,-39.865,-68.761,2
583120,-13.223,-46.607,-77.801,2
583143,-14.571,-52.65,-85.754,2
583166,-15.853,-59.623,-92.823,1
583189,-17.092,-68.955,-98.991,1
583212,-18.43,-81.122,-104.316,1
583235,-20.075,-95.124,-109.079,1
583258,-22.199,-108.42,-113.683,1
583281,-24.84,-117.378,-118.56,1
583304,-27.845,-118.153,-124.233,1
583327,-30.887,-107.723,-131.561,1
583351,-33.538,-84.782,-142.334,1
583375,-35.384,-50.251,-160.656,1
583398,-36.127,-7.256,167.104,4
583421,-35.643,39.373,129.535,4
583444,-33.989,83.948,105.523,4
583468,-31.372,120.886,92.274,4
583491,-28.088,145.571,83.999,3
583514,-24.481,154.991,77.907,3
583537,-20.907,148.047,72.566,3
583560,-17.704,125.569,66.822,3
583584,-15.18,90.078,58.722,3
583607,-13.581,45.393,41.043,3
583630,-13.07,-3.855,-26.016,2
583654,-13.707,-52.74,-82.582,2
583677,-15.444,-96.558,-97.851,1
583700,-18.132,-131.31,-105.526,1
583723,-21.541,-154.121,-111.254,1
583746,-25.375,-163.534,-116.618,1
583770,-29.299,-159.647,-122.413,1
583793,-32.977,-144.036,-129.301,1
583816,-36.124,-119.48,-138.036,1
583839,-38.55,-89.511,-149.487,1
583863,-40.182,-57.854,-164.207,1
583886,-41.058,-27.874,178.747,4
583909,-41.29,-2.115,162.313,4
583932,-41.025,17.972,149.227,4
583955,-40.407,32.079,140.081,4
583978,-39.558,40.883,134.075,4
584001,-38.571,45.735,130.113,4
584024,-37.509,48.267,127.199,4
584047,-36.41,50.001,124.501,4
584070,-35.281,52.024,121.421,4
584093,-34.108,54.795,117.686,4
584116,-32.865,58.094,113.382,4
584139,-31.529,61.147,108.855,4
584162,-30.098,62.876,104.516,4
584185,-28.604,62.227,100.7,4
584208,-27.117,58.507,97.65,4
584231,-25.73,51.633,95.596,4
584254,-24.543,42.23,94.911,4
584277,-23.637,31.541,96.366,4
584300,-23.046,21.152,101.515,4
584323,-22.75,12.618,112.459,4
584346,-22.667,7.07,127.379,4
584370,-22.68,4.921,135.927,4
584393,-22.664,5.761,132.328,4
584416,-22.524,8.462,121.117,4
584439,-22.225,11.472,109.126,4
584462,-21.8,13.2,99.992,4
584486,-21.344,12.388,94.795,4
584509,-20.982,8.36,96.291,4
584537,-20.83,1.105,139.131,4
584560,-20.965,-8.811,-133.978,1
584583,-21.412,-20.441,-125.022,1
584606,-22.142,-32.671,-124.155,1
584629,-23.103,-44.38,-125.075,1
584653,-24.242,-54.52,-126.766,1
584676,-25.521,-62.112,-129.105,1
584699,-26.915,-66.236,-132.271,1
584722,-28.387,-66.047,-136.626,1
584745,-29.864,-60.884,-142.755,1
584768,-31.227,-50.433,-151.597,1
584791,-32.325,-34.922,-164.607,1
584814,-33.005,-15.256,176.718,4
584837,-33.154,6.951,153.522,4
584860,-32.73,29.498,131.553,4
584884,-31.77,49.843,115.195,4
584907,-30.375,65.464,104.171,4
584930,-28.691,74.231,96.806,4
584953,-26.892,74.752,91.867,4
584976,-25.169,66.613,88.796,3
584999,-23.719,50.468,87.943,3
585022,-22.732,27.958,92.887,4
585045,-22.357,1.473,150.892,4
585069,-22.671,-26.218,-131.915,1
585092,-23.669,-52.385,-125.085,1
585115,-25.261,-74.718,-125.139,1
585138,-27.306,-91.605,-127.143,1
585161,-29.636,-102.24,-130.177,1
585185,-32.091,-106.56,-134.017,1
585208,-34.532,-105.044,-138.653,1
585231,-36.846,-98.462,-144.164,1
585254,-38.945,-87.625,-150.691,1
585277,-40.755,-73.228,-158.44,1
585300,-42.219,-55.806,-167.665,1
585323,-43.284,-35.803,-178.579,1
585346,-43.899,-13.718,168.881,4
585369,-44.02,9.73,155.345,4
585392,-43.608,33.476,141.99,4
585415,-42.643,56.109,129.986,4
585438,-41.14,75.982,119.933,4
585461,-39.163,91.46,111.854,4
585484,-36.835,101.219,105.486,4
585507,-34.328,104.531,100.527,4
585530,-31.831,101.445,96.739,4
585553,-29.516,92.81,93.977,4
585576,-27.511,80.127,92.187,4
585599,-25.88,65.257,91.427,4
585622,-24.633,50.075,91.903,4
585645,-23.734,36.144,94.045,4
585668,-23.12,24.499,98.574,4
585692,-22.714,15.582,106.351,4
585715,-22.442,9.336,117.466,4
585738,-22.24,5.412,129.498,4
585761,-22.066,3.424,137.639,4
585784,-21.9,3.16,137.436,4
585807,-21.733,4.678,126.396,4
585830,-21.551,8.257,108.007,4
585853,-21.323,14.201,91.809,4
585876,-20.993,22.572,81.305,3
585899,-20.483,32.935,74.575,3
585922,-19.721,44.213,69.654,3
585945,-18.659,54.727,65.391,3
585968,-17.306,62.434,61.087,3
585991,-15.744,65.328,56.158,3
586014,-14.125,61.896,49.846,3
586037,-12.648,51.512,40.791,3
586060,-11.516,34.668,26.108,3
586083,-10.899,12.96,0.563,3
586106,-10.891,-11.157,-35.04,2
586129,-11.499,-34.799,-63.46,2
586152,-12.651,-55.154,-79.991,2
586175,-14.216,-69.944,-89.999,2
586198,-16.028,-77.752,-96.959,1
586221,-17.908,-78.162,-102.574,1
586244,-19.682,-71.699,-107.844,1
586268,-21.205,-59.619,-113.683,1
586293,-22.372,-43.62,-121.618,1
586316,-23.133,-25.562,-135.973,1
586339,-23.486,-7.244,-173.056,1
586362,-23.463,9.721,126.124,4
586385,-23.111,23.959,99.026,4
586408,-22.485,34.351,87.615,3
586431,-21.648,40.051,80.697,3
586454,-20.689,40.528,75.12,3
586477,-19.731,35.636,69.373,3
586500,-18.921,25.67,61.417,3
586524,-18.404,11.39,41.758,3
586552,-18.298,-6.033,-58.287,2
586575,-18.669,-25.135,-96.469,1
586598,-19.526,-44.327,-106.363,1
586621,-20.829,-62.071,-112.063,1
586644,-22.503,-77.018,-116.553,1
586668,-24.453,-88.096,-120.701,1
586691,-26.575,-94.537,-124.935,1
586714,-28.762,-95.874,-129.591,1
586737,-30.913,-91.919,-135.039,1
586760,-32.925,-82.768,-141.752,1
586783,-34.697,-68.826,-150.365,1
586806,-36.128,-50.828,-161.646,1
586829,-37.121,-29.86,-176.151,1
586852,-37.602,-7.32,166.656,4
586876,-37.533,15.178,149.046,4
586899,-36.921,35.971,133.661,4
586922,-35.826,53.548,121.599,4
586945,-34.352,66.754,112.556,4
586969,-32.628,74.947,105.809,4
586992,-30.788,78.064,100.708,4
587015,-28.955,76.596,96.776,4
587038,-27.228,71.462,93.682,4
587061,-25.68,63.82,91.195,4
587084,-24.352,54.847,89.158,3
587107,-23.256,45.554,87.457,3
587130,-22.378,36.668,85.995,3
587153,-21.681,28.615,84.629,3
587176,-21.122,21.607,83.09,3
587199,-20.662,15.795,80.795,3
587222,-20.27,11.428,76.608,3
587245,-19.93,8.946,69.422,3
587269,-19.632,8.95,61.861,3
587292,-19.351,12.026,58.922,3
587315,-19.044,18.454,59.28,3
587338,-18.638,27.879,59.867,3
587361,-18.045,39.081,59.565,3
587385,-17.189,49.943,58.138,3
587409,-16.039,57.704,55.401,3
587432,-14.645,59.495,50.859,3
587455,-13.157,53.045,43.249,3
587478,-11.814,37.383,29.269,3
587501,-10.907,13.311,1.054,3
587524,-10.705,-16.514,-41.848,2
587547,-11.382,-47.972,-72.208,2
587571,-12.953,-76.282,-87.974,2
587594,-15.257,-97.013,-97.464,1
587617,-17.987,-107.058,-104.447,1
587640,-20.767,-105.3,-110.617,1
587663,-23.246,-92.79,-117.124,1
587686,-25.169,-72.411,-125.354,1
587709,-26.418,-48.113,-137.846,1
587733,-27.009,-23.96,-159.566,1
587756,-27.066,-3.236,166.907,4
587779,-26.763,12.159,137.082,4
587802,-26.278,21.91,120.523,4
587825,-25.742,27.066,112.013,4
587848,-25.212,29.508,106.94,4
587871,-24.675,31.28,102.545,4
587894,-24.065,33.974,97.207,4
587917,-23.311,38.289,90.623,4
587940,-22.365,43.871,83.589,3
587963,-21.235,49.403,76.986,3
587986,-19.983,52.915,71.056,3
588009,-18.714,52.21,65.365,3
588032,-17.563,45.326,58.71,3
588055,-16.676,30.979,47.47,3
588078,-16.204,8.931,11.625,3
588102,-16.287,-19.758,-70.743,2
588125,-17.038,-52.639,-95.771,1
588148,-18.521,-85.991,-104.823,1
588171,-20.721,-115.188,-110.372,1
588194,-23.536,-135.324,-115.05,1
588217,-26.763,-142.047,-120.015,1
588240,-30.102,-132.477,-126.376,1
588263,-33.172,-106.029,-136.07,1
588286,-35.544,-64.899,-153.652,1
588310,-36.822,-14.043,172.338,4
588333,-36.732,39.453,131.178,4
588357,-35.213,87.573,106.645,4
588380,-32.462,122.903,93.761,4
588403,-28.909,140.18,85.776,3
588426,-25.136,137.453,79.863,3
588449,-21.747,116.55,74.652,3
588472,-19.237,82.68,68.956,3
588495,-17.886,43.259,59.814,3
588518,-17.702,6.231,15.664,3
588542,-18.442,-21.675,-92.209,1
588570,-19.685,-36.33,-106.842,1
588593,-20.955,-36.889,-115.043,1
588616,-21.848,-25.651,-125.628,1
588639,-22.124,-7.181,-160.692,1
588662,-21.742,13.034,99.511,4
588685,-20.837,30.024,77.641,3
588708,-19.651,40.482,69.116,3
588731,-18.45,43.344,62.802,3
588754,-17.447,39.729,56.398,3
588777,-16.753,32.293,48.797,3
588800,-16.36,24.269,39.705,3
588823,-16.165,18.463,30.993,3
588846,-16.009,16.51,26.723,3
588869,-15.736,18.538,28.092,3
588892,-15.24,23.309,31.379,3
588915,-14.495,28.719,33.09,3
588938,-13.568,32.488,32.152,3
588961,-12.592,32.804,28.422,3
588984,-11.732,28.777,21.576,3
589007,-11.132,20.573,10.83,3
589030,-10.878,9.277,-4.617,2
589053,-10.971,-3.451,-23.753,2
589076,-11.346,-15.772,-42.362,2
589099,-11.902,-26.007,-56.511,2
589122,-12.545,-32.869,-65.571,2
589145,-13.219,-35.566,-70.511,2
589169,-13.906,-33.857,-72.091,2
589192,-14.588,-28.085,-70.155,2
589215,-15.225,-19.217,-62.792,2
589238,-15.738,-8.841,-44.877,2
589261,-16.035,0.948,-14.579,2
589285,-16.056,7.857,7.725,3
589309,-15.823,9.871,11.657,3
589332,-15.451,5.835,-0.809,2
589355,-15.129,-4.046,-29.509,2
589378,-15.067,-17.97,-59.917,2
589401,-15.422,-32.725,-78.713,2
589424,-16.251,-44.326,-89.563,2
589447,-17.476,-49.016,-96.847,1
589470,-18.891,-44.366,-102.98,1
589493,-20.198,-30.175,-110.479,1
589516,-21.081,-8.86,-136.402,1
589539,-21.286,14.845,90.481,4
589562,-20.719,34.893,75.954,3
589585,-19.496,45.423,68.534,3
589608,-17.953,42.364,59.943,3
589631,-16.569,24.716,41.639,3
589654,-15.841,-4.89,-33.941,2
589677,-16.139,-40.563,-87.338,2
589700,-17.582,-74.398,-101.233,1
589723,-19.996,-98.296,-108.881,1
589746,-22.945,-105.908,-115.448,1
589769,-25.841,-94.171,-123.276,1
589792,-28.086,-64.074,-136.482,1
589815,-29.214,-20.456,-170.921,1
589838,-28.992,29.093,122.734,4
589861,-27.444,75.9,93.067,4
589885,-24.825,112.062,81.165,3
589908,-21.549,132.03,73.886,3
589931,-18.1,133.582,67.775,3
589955,-14.95,118.039,61.144,3
589978,-12.478,89.711,52.112,3
590001,-10.914,54.771,36.896,3
590024,-10.301,19.844,7.841,3
590047,-10.504,-9.365,-31.95,2
590070,-11.261,-29.096,-57.547,2
590093,-12.258,-38.039,-68.686,2
590117,-13.208,-37.234,-71.746,2
590140,-13.916,-29.477,-68.232,2
590163,-14.298,-18.41,-56.538,2
590186,-14.38,-7.553,-36.318,2
590209,-14.263,0.491,-17.012,2
590232,-14.075,4.493,-7.816,2
590255,-13.932,4.654,-7.715,2
590278,-13.904,2.302,-13.01,2
590302,-14.001,-0.644,-19.724,2
590325,-14.18,-2.283,-23.656,2
590348,-14.358,-1.245,-21.257,2
590371,-14.436,2.999,-10.739,2
590394,-14.325,10.084,5.025,3
590417,-13.967,18.939,18.83,3
590440,-13.35,28.14,27.162,3
590463,-12.503,36.316,30.946,3
590486,-11.487,42.501,31.766,3
590510,-10.374,46.35,30.728,3
590534,-9.219,48.176,28.598,3
590558,-8.058,48.818,26.047,3
