Timestamp,Angle,Velocity,Phase
52767,-50.44,-3.63,181.04
52790,-50.59,-3.38,180.97
52813,-50.69,-2.12,180.61
52836,-50.74,-1.91,180.55
52859,-50.80,-2.87,180.82
52882,-50.91,-2.95,180.85
52905,-50.98,-1.52,180.44
52928,-51.04,-1.69,180.49
52952,-51.14,-2.44,180.70
52975,-51.22,-1.76,180.50
52998,-51.29,-0.77,180.22
53021,-51.33,0.01,180.00
53044,-51.38,-0.21,180.06
53067,-51.46,1.11,179.68
53090,-51.44,3.01,179.14
53113,-51.39,3.02,179.14
53136,-51.30,3.39,179.03
53159,-51.17,3.85,178.90
53182,-51.05,2.40,179.31
53205,-50.94,1.94,179.44
53228,-50.82,1.89,179.46
53251,-50.72,0.95,179.73
53274,-50.71,-0.66,180.19
53298,-50.72,0.02,179.99
53321,-50.53,0.57,179.84
53344,-50.43,-1.26,180.36
53367,-50.45,-3.50,181.00
53390,-50.47,-2.91,180.83
53414,-50.47,-2.68,180.77
53438,-50.52,-2.92,180.84
53462,-50.57,-3.18,180.91
53486,-50.57,-2.59,180.74
53510,-50.61,-2.69,180.77
53534,-50.66,-1.86,180.53
53557,-50.61,-1.20,180.34
53582,-50.54,-1.85,180.53
53605,-50.55,-2.39,180.68
53629,-50.53,-1.12,180.32
53652,-50.45,-1.48,180.42
53676,-50.37,-3.08,180.88
53699,-50.36,-3.66,181.05
53722,-50.31,-3.98,181.14
53746,-50.31,-5.60,181.60
53770,-50.40,-7.36,182.11
53794,-50.56,-6.60,181.89
53818,-50.73,-5.32,181.52
53842,-50.82,-2.21,180.63
53866,-50.82,-0.58,180.17
53890,-50.81,0.04,179.99
53914,-50.69,1.50,179.57
53937,-50.57,1.66,179.53
53962,-50.45,1.98,179.43
53986,-50.22,2.00,179.43
54009,-50.02,-0.15,180.04
54033,-49.96,-1.32,180.38
54057,-49.90,-0.05,180.02
54081,-49.80,0.45,179.87
54105,-49.66,0.47,179.87
54128,-49.53,0.69,179.80
54151,-49.39,0.54,179.84
54174,-49.20,-0.09,180.03
54202,-49.08,-1.75,180.50
54225,-49.01,-2.31,180.66
54248,-48.94,-2.14,180.61
54271,-48.88,-2.22,180.64
54294,-48.79,-1.97,180.56
54317,-48.68,-1.94,180.56
54340,-48.63,-2.47,180.71
54363,-48.59,-2.36,180.68
54386,-48.53,-1.85,180.53
54409,-48.46,-1.53,180.44
54432,-48.40,-1.51,180.43
54455,-48.27,-0.91,180.26
54478,-48.11,-1.40,180.40
54501,-48.00,-3.40,180.98
54524,-47.90,-2.11,180.61
54547,-47.83,-1.76,180.50
54570,-47.73,-1.94,180.56
54593,-47.66,-2.10,180.60
54617,-47.58,-1.79,180.51
54640,-47.44,-1.98,180.57
54663,-47.35,-2.44,180.70
54686,-47.26,-2.48,180.71
54709,-47.12,-2.43,180.70
54732,-47.02,-3.48,181.00
54756,-46.97,-3.52,181.01
54780,-46.93,-3.48,181.00
54803,-46.87,-3.59,181.03
54826,-46.82,-3.44,180.99
54849,-46.79,-2.89,180.83
54872,-46.72,-2.78,180.80
54895,-46.61,-2.75,180.79
54918,-46.52,-2.52,180.72
54941,-46.44,-2.56,180.73
54964,-46.30,-2.65,180.76
54987,-46.20,-3.30,180.94
55010,-46.11,-3.73,181.07
55033,-46.01,-3.58,181.03
55056,-45.96,-3.07,180.88
55079,-45.91,-2.60,180.74
55102,-45.80,-2.05,180.59
55125,-45.60,-2.27,180.65
55148,-45.47,-3.36,180.96
55171,-45.40,-3.69,181.06
55194,-45.33,-3.36,180.96
55217,-45.24,-3.89,181.12
55240,-45.20,-4.11,181.18
55263,-45.18,-3.54,181.01
55286,-45.13,-3.23,180.92
55309,-45.03,-3.46,180.99
55332,-44.93,-3.24,180.93
55355,-44.86,-3.82,181.10
55378,-44.80,-4.06,181.16
55401,-44.76,-4.36,181.25
55424,-44.75,-4.56,181.31
55447,-44.75,-4.42,181.27
55470,-44.77,-3.86,181.11
55493,-44.76,-3.66,181.05
55516,-44.76,-2.96,180.85
55539,-44.74,-2.14,180.61
55562,-44.56,-2.11,180.60
55585,-44.45,-3.46,180.99
55608,-44.42,-3.80,181.09
55631,-44.36,-3.52,181.01
55654,-44.30,-4.36,181.25
55677,-44.28,-4.46,181.28
55700,-44.25,-4.24,181.22
55723,-44.22,-4.55,181.30
55746,-44.25,-4.50,181.29
55769,-44.28,-3.96,181.13
55792,-44.29,-3.59,181.03
55815,-44.27,-2.96,180.85
55838,-44.27,-2.74,180.79
55862,-44.22,-2.75,180.79
55885,-44.21,-2.50,180.72
55908,-44.18,-2.15,180.61
55931,-44.05,-2.27,180.65
55954,-43.83,-3.57,181.02
55977,-43.73,-5.85,181.67
56000,-43.72,-6.64,181.90
56023,-43.80,-6.60,181.89
56046,-43.95,-6.29,181.80
56069,-43.97,-4.38,181.26
56092,-43.97,-4.08,181.17
56115,-43.91,-5.33,181.53
56138,-43.97,-6.53,181.87
56161,-44.07,-5.40,181.55
56184,-44.05,-3.48,181.00
56212,-44.16,-7.02,182.01
56235,-44.58,-6.91,181.98
56258,-44.37,-0.66,180.19
56281,-44.42,-2.34,180.67
56304,-44.55,-4.11,181.18
56327,-44.57,-0.97,180.28
56350,-44.52,-1.35,180.39
56373,-44.37,-2.46,180.70
56396,-44.35,-0.60,180.17
56419,-44.23,-8.76,182.51
56442,-44.72,-11.97,183.42
56465,-45.21,-23.69,186.75
56488,-45.97,-15.18,184.34
56511,-46.18,-5.28,181.51
56534,-46.45,5.11,178.54
56557,-46.61,12.84,176.33
56580,-46.44,27.07,172.29
56603,-46.09,38.51,169.10
56626,-45.09,80.23,158.14
56649,-43.21,128.47,147.28
56672,-40.54,144.63,144.13
56695,-37.22,142.52,144.53
56718,-34.43,126.43,147.70
56741,-32.28,103.27,152.69
56764,-30.77,78.07,158.68
56787,-29.80,58.85,163.50
56810,-29.34,48.37,166.11
56833,-29.02,56.62,163.69
56856,-28.62,77.49,157.90
56880,-27.58,103.19,150.70
56903,-26.59,113.72,147.32
56926,-25.63,118.58,145.24
56949,-24.91,112.94,145.78
56972,-24.57,101.63,148.19
56995,-24.62,82.44,153.33
57018,-25.10,63.82,159.13
57041,-25.93,52.50,163.10
57064,-26.73,49.42,164.50
57087,-27.46,46.67,165.70
57110,-28.13,44.98,166.51
57133,-28.86,44.16,167.07
57156,-29.54,33.83,170.25
57179,-30.35,21.28,173.93
57202,-31.38,20.59,174.12
57225,-32.22,35.08,170.05
57248,-32.57,51.76,165.49
57272,-32.06,57.70,163.91
57295,-31.17,54.47,164.77
57318,-31.08,37.12,169.48
57341,-30.97,42.47,168.01
57364,-30.37,44.33,167.50
57387,-30.25,42.76,167.93
57410,-31.08,40.11,168.66
57433,-32.41,29.61,171.58
57456,-33.63,27.92,172.05
57479,-35.07,21.72,173.80
57502,-35.66,-25.39,187.23
57525,-38.94,-157.20,218.17
57548,-44.21,-167.18,219.89
57571,-47.34,-41.85,191.82
57594,-49.01,-9.09,182.60
57617,-49.65,43.99,167.59
57640,-49.29,70.86,160.49
57663,-48.99,26.92,172.33
57686,-50.15,3.02,179.14
57709,-51.47,9.05,177.41
57732,-52.55,9.17,177.38
57755,-53.93,-9.36,182.68
57778,-55.54,-6.28,181.80
57801,-56.99,2.64,179.24
57824,-58.54,-2.50,180.72
57848,-59.98,5.19,178.51
57871,-61.19,20.97,174.01
57894,-62.21,22.32,173.63
57917,-63.50,17.17,175.09
57940,-64.96,11.76,176.64
57963,-66.66,4.82,178.62
57986,-68.43,-3.69,181.06
58009,-70.39,-9.94,182.84
58032,-72.52,-15.50,184.43
58055,-74.85,-23.36,186.66
58078,-77.10,-26.73,187.61
58101,-79.11,-26.13,187.44
58125,-81.16,-25.89,187.37
58148,-83.21,-27.06,187.71
58171,-85.07,-24.95,187.11
58194,-86.75,-33.39,189.48
58222,-88.91,-66.79,198.47
58245,-91.30,-108.43,208.46
58268,-94.98,-155.76,217.91
58291,-98.56,-113.99,209.68
58314,-99.94,-33.00,189.37
58337,-100.04,-9.73,182.78
58360,-99.78,41.68,168.23
58383,-99.09,60.08,163.28
58406,-97.80,10.52,176.99
58429,-97.15,-31.10,188.84
58453,-96.93,-26.52,187.55
58476,-96.56,-43.10,192.16
58500,-96.22,-69.80,199.24
58523,-96.63,-101.80,206.98
58546,-98.64,-140.48,215.08
58569,-95.76,-86.21,203.32
58592,-90.11,38.53,169.10
58616,-84.01,32.89,170.66
58640,-85.09,7.87,177.75
58663,-83.10,165.63,140.37
58687,-73.45,196.52,135.50
58710,-64.35,189.26,136.58
58733,-55.03,225.60,135.00
58757,-45.27,248.17,135.00
58781,-35.42,250.13,135.00
58805,-25.91,232.01,130.81
58829,-24.42,128.82,141.64
58853,-30.43,-250.14,225.00
58877,-31.16,-196.18,224.45
58901,-35.82,-132.93,213.61
