Timestamp,Angle,Velocity,Phase
558553,-1.00,0.97,171.74
558576,-0.84,1.04,169.51
558599,-0.70,-0.53,186.44
558622,-0.62,-2.49,211.24
558645,-0.56,-4.45,230.14
558668,-0.59,-7.04,240.80
558691,-0.66,-8.79,243.32
558714,-0.77,-9.07,240.61
558737,-0.81,-7.18,233.02
558760,-0.82,-5.87,227.07
558783,-0.82,-5.02,222.69
558806,-0.79,-3.55,213.83
558829,-0.70,-1.28,195.27
558852,-0.61,-1.47,199.99
558875,-0.55,-4.06,227.69
558898,-0.59,-7.15,241.08
558921,-0.67,-8.43,242.18
558944,-0.76,-8.77,240.13
558967,-0.84,-8.60,237.02
558990,-0.90,-7.18,230.27
559013,-0.93,-5.73,222.86
559036,-0.93,-4.50,215.97
559059,-0.90,-3.45,209.82
559082,-0.85,-2.88,206.85
559105,-0.80,-2.47,204.82
559128,-0.76,-2.15,202.97
559151,-0.70,-1.78,200.76
559174,-0.63,-1.00,193.41
559197,-0.51,0.52,171.36
559220,-0.43,-0.18,183.51
559243,-0.43,-4.05,234.81
559266,-0.53,-4.79,233.41
559289,-0.50,-0.27,184.72
559313,-0.33,2.76,128.28
559337,-0.40,-9.15,253.92
559360,-1.05,-38.37,259.66
559384,-2.14,-49.14,253.77
559408,-2.99,-42.35,244.76
559431,-3.52,-24.73,226.54
559454,-3.67,-9.15,200.47
559477,-3.68,-5.57,192.81
559500,-3.81,-10.55,202.55
559523,-3.85,-5.70,192.52
559547,-3.56,8.44,160.41
559570,-3.02,19.16,136.46
559593,-2.35,25.46,121.62
559616,-1.62,27.07,111.81
559639,-1.00,21.81,106.93
559662,-0.57,14.09,105.08
559686,-0.32,6.25,108.67
559709,-0.28,-2.82,236.99
559732,-0.40,-9.05,253.44
559755,-0.57,-10.34,249.80
559778,-0.71,-9.48,243.49
559802,-0.81,-7.74,235.06
559825,-0.85,-5.03,221.63
559848,-0.85,-3.23,209.77
559872,-0.80,-1.47,195.34
559896,-0.75,-1.55,197.30
559920,-0.72,-2.60,208.53
559943,-0.70,-3.21,214.51
559966,-0.72,-5.78,230.20
559989,-0.83,-8.66,237.53
560012,-0.92,-7.84,232.04
560035,-0.94,-5.31,220.28
560058,-0.98,-5.18,218.46
560081,-0.99,-3.93,210.80
560104,-0.97,-3.28,206.99
560127,-0.96,-3.54,209.04
560151,-0.92,-1.92,197.41
560174,-0.86,-1.49,194.54
560197,-0.82,-2.48,204.39
560220,-0.80,-2.95,208.86
560244,-0.77,-2.78,208.40
560267,-0.74,-2.71,208.83
560290,-0.72,-3.19,213.47
560313,-0.72,-3.38,215.05
560336,-0.69,-2.34,207.05
560359,-0.65,-1.98,204.59
560387,-0.62,-2.64,212.66
560410,-0.58,-2.31,210.69
560433,-0.54,-2.17,211.20
560456,-0.51,-2.32,214.57
560479,-0.46,-2.14,214.72
560502,-0.41,-1.87,214.20
560525,-0.35,-1.24,208.13
560548,-0.28,-0.98,207.65
560571,-0.23,-1.63,226.77
560595,-0.19,-2.38,241.62
560618,-0.16,-2.62,247.34
560642,-0.13,-2.30,249.25
560666,-0.09,-1.76,251.63
560689,-0.04,-2.12,263.05
560712,-0.01,-2.84,268.52
560736,0.02,-2.30,273.03
560759,0.06,-2.53,279.45
560782,0.02,-6.00,271.46
560805,-0.26,-17.01,264.18
560828,-0.72,-27.34,260.06
560851,-1.30,-32.88,255.21
560874,-1.92,-31.70,248.02
560897,-2.47,-30.43,241.59
560920,-2.94,-26.39,233.43
560943,-3.38,-24.35,227.21
560966,-3.78,-22.08,221.23
560989,-4.10,-19.96,216.16
561012,-4.45,-22.01,216.57
561035,-4.89,-26.55,219.15
561058,-5.42,-28.55,218.30
561081,-5.93,-27.39,214.71
561104,-6.42,-27.06,212.29
561127,-6.92,-28.15,211.40
561150,-7.38,-26.55,208.36
561173,-7.72,-22.55,203.67
561196,-7.95,-18.34,199.09
561219,-8.10,-14.59,195.11
561242,-8.01,-7.40,187.88
561265,-7.64,2.21,177.51
561288,-7.20,4.57,174.56
561311,-6.90,-1.89,182.35
561334,-7.01,-25.13,208.27
561357,-8.87,-91.20,237.05
561380,-13.66,-178.76,243.01
561403,-17.62,-162.48,234.14
561426,-19.88,-86.81,213.22
561449,-20.56,-18.50,187.68
561472,-20.17,15.87,173.27
561495,-19.65,10.60,175.37
561519,-19.49,-10.92,184.81
561542,-19.34,-13.57,186.01
561565,-18.94,-1.43,180.65
561588,-18.27,16.97,172.07
561611,-17.44,29.56,165.74
561634,-16.75,36.38,161.95
561657,-15.90,51.50,154.09
561680,-14.27,79.45,140.13
561703,-11.85,91.94,130.67
561726,-9.41,74.78,130.00
561749,-7.81,36.80,144.74
561772,-6.14,8.40,168.41
561795,-2.71,-5.09,195.73
561819,-5.86,3.23,175.27
561842,-8.40,18.22,161.98
561865,-8.14,8.54,171.06
561888,-9.99,-80.45,230.37
561911,-12.90,-133.79,237.26
561934,-15.33,-100.06,224.40
561957,-16.10,-9.54,185.08
561980,-15.48,38.51,159.54
562003,-15.49,23.63,167.11
562026,-15.78,-7.91,184.30
562049,-16.53,8.75,175.46
562072,-16.77,16.28,171.71
562095,-16.75,16.63,171.53
